"timestamp","container","test_type","model","run","final verdict","turns_taken","rv_traces_used","feedback_used","verdict_pre_feedback","feedback_category","input_tokens","output_tokens","total_tokens","llm_seconds"
"2026-05-04T00:40:33+00:00","elasticjob294","nio","claude","run 1","FAILED","4","no","yes","FAILED","test_failed","36724","6312","43036","89.9"
"2026-05-04T00:43:06+00:00","elasticjob294","nio","claude","run 2","PASSED","2","no","no","PASSED","","13482","3221","16703","48.2"
"2026-05-04T00:44:58+00:00","elasticjob294","nio","openai","run 1","FAILED","4","no","yes","FAILED","test_failed","25456","2072","27528","16.4"
"2026-05-04T00:47:09+00:00","elasticjob294","nio","openai","run 2","FAILED","4","no","yes","FAILED","compile_failed","25223","1927","27150","17.0"

"2026-05-04T00:51:37+00:00","elasticjob003","nio","claude","run 1","FAILED","3","yes","yes","FAILED","compile_failed","46335","11901","58236","153.5"
"2026-05-04T00:55:38+00:00","elasticjob003","nio","claude","run 2","PASSED","3","yes","yes","FAILED","compile_failed","43265","8750","52015","111.4"
"2026-05-04T00:57:45+00:00","elasticjob003","nio","openai","run 1","FAILED","4","yes","yes","FAILED","compile_failed","39788","2015","41803","15.0"
"2026-05-04T01:00:05+00:00","elasticjob003","nio","openai","run 2","FAILED","4","yes","yes","FAILED","compile_failed","46169","2221","48390","18.6"

"2026-05-04T01:07:07+00:00","elasticjob003","nio","openai","run 1","PASSED","4","no","yes","FAILED","compile_failed","28656","2335","30991","21.5"
"2026-05-04T01:09:36+00:00","elasticjob003","nio","openai","run 2","FAILED","4","no","yes","FAILED","compile_failed","28944","2233","31177","21.7"
"2026-05-04T01:15:39+00:00","elasticjob003","nio","claude","run 1","PASSED","2","no","no","PASSED","","15851","5233","21084","71.8"
"2026-05-04T01:19:32+00:00","elasticjob003","nio","claude","run 2","FAILED","4","no","yes","FAILED","compile_failed","44884","6838","51722","94.9"

"2026-05-04T01:25:09+00:00","BOOKKEEPER-846","td","claude","run 1","PASSED","1","yes","no","PASSED","","11145","2307","13452","38.5"
"2026-05-04T01:29:59+00:00","BOOKKEEPER-846","td","claude","run 2","PASSED","2","yes","no","PASSED","","24028","2863","26891","54.4"
"2026-05-04T01:35:36+00:00","BOOKKEEPER-846","td","openai","run 1","FAILED","3","yes","yes","FAILED","test_failed","30894","2377","33271","25.3"
"2026-05-04T01:40:40+00:00","BOOKKEEPER-846","td","openai","run 2","FAILED","4","yes","yes","FAILED","compile_failed","43796","1883","45679","29.6"

"2026-05-04T01:52:41+00:00","BOOKKEEPER-846","td","claude","run 1","PASSED","1","no","no","PASSED","","7165","1891","9056","36.0"
"2026-05-04T01:58:13+00:00","BOOKKEEPER-846","td","claude","run 2","PASSED","1","no","no","PASSED","","7165","2003","9168","79.2"
"2026-05-04T02:23:45+00:00","BOOKKEEPER-846","td","openai","run 1","FAILED","3","no","yes","FAILED","test_failed","21103","1949","23052","17.9"
"2026-05-04T02:07:21+00:00","BOOKKEEPER-846","td","openai","run 2","FAILED","3","no","yes","FAILED","test_failed","21147","1964","23111","31.3"

"2026-05-04T02:31:02+00:00","COLLECTIONS-812","td","claude","run 1","PASSED","1","yes","no","PASSED","","8156","5765","13921","78.4"
"2026-05-04T02:34:50+00:00","COLLECTIONS-812","td","claude","run 2","PASSED","1","yes","no","PASSED","","8156","6803","14959","110.1"
"2026-05-04T02:37:47+00:00","COLLECTIONS-812","td","openai","run 1","FAILED","3","yes","yes","FAILED","compile_failed","22861","1786","24647","17.3"
"2026-05-04T02:40:47+00:00","COLLECTIONS-812","td","openai","run 2","FAILED","4","yes","yes","FAILED","compile_failed","33665","1850","35515","16.6"

"2026-05-04T02:45:42+00:00","COLLECTIONS-812","td","claude","run 1","PASSED","1","no","no","PASSED","","7077","14118","21195","178.9"
"2026-05-04T02:50:37+00:00","COLLECTIONS-812","td","claude","run 2","PASSED","1","no","no","PASSED","","7077","15504","22581","181.7"
"2026-05-04T02:52:40+00:00","COLLECTIONS-812","td","openai","run 1","FAILED","2","no","no","FAILED","test_failed","12222","914","13136","7.7"
"2026-05-04T02:54:44+00:00","COLLECTIONS-812","td","openai","run 2","FAILED","2","no","no","FAILED","test_failed","12236","935","13171","7.8"

"2026-05-04T03:48:48+00:00","BOOKKEEPER-709","td","claude","run 1","PASSED","3","yes","yes","FAILED","","38173","18666","56839","294.2"
"2026-05-04T03:54:54+00:00","BOOKKEEPER-709","td","claude","run 2","PASSED","4","yes","yes","FAILED","","51651","7490","59141","127.7"
"2026-05-04T03:59:52+00:00","BOOKKEEPER-709","td","openai","run 1","PASSED","3","yes","yes","FAILED","","30158","2855","33013","28.5"
"2026-05-04T04:03:21+00:00","BOOKKEEPER-709","td","openai","run 2","FAILED","4","yes","yes","FAILED","test_failed","41872","2643","44515","32.7"

"2026-05-04T04:08:42+00:00","BOOKKEEPER-709","td","claude","run 1","PASSED","4","no","yes","FAILED","","35820","9347","45167","132.5"
"2026-05-04T04:14:18+00:00","BOOKKEEPER-709","td","claude","run 2","FAILED","4","no","yes","FAILED","test_failed","41265","11084","52349","158.7"
"2026-05-04T04:18:55+00:00","BOOKKEEPER-709","td","openai","run 1","FAILED","3","no","yes","FAILED","test_failed","22580","1976","24556","23.4"
"2026-05-04T04:22:33+00:00","BOOKKEEPER-709","td","openai","run 2","FAILED","3","no","yes","FAILED","test_failed","19743","2014","21757","21.8"

"2026-05-04T04:28:14+00:00","HBASE-7106","td","claude","run 1","PASSED","1","yes","no","PASSED","","10845","2456","13301","44.2"
"2026-05-04T04:30:51+00:00","HBASE-7106","td","claude","run 2","FAILED","4","yes","yes","FAILED","test_failed","36420","9847","46267","148.3"
"2026-05-04T04:33:38+00:00","HBASE-7106","td","openai","run 1","FAILED","3","yes","yes","FAILED","compile_failed","27420","1923","29343","22.4"
"2026-05-04T04:36:22+00:00","HBASE-7106","td","openai","run 2","FAILED","4","yes","yes","FAILED","test_failed","35892","2104","37996","27.3"

"2026-05-04T04:40:09+00:00","HBASE-7106","td","claude","run 1","FAILED","4","no","yes","FAILED","compile_failed","35820","9456","45276","132.4"
"2026-05-04T04:43:21+00:00","HBASE-7106","td","claude","run 2","FAILED","4","no","yes","FAILED","compile_failed","38712","10215","48927","145.8"
"2026-05-04T04:46:30+00:00","HBASE-7106","td","openai","run 1","FAILED","3","no","yes","FAILED","test_failed","18342","1872","20214","21.7"
"2026-05-04T04:49:43+00:00","HBASE-7106","td","openai","run 2","FAILED","3","no","yes","FAILED","test_failed","20846","1923","22769","22.4"

"2026-05-04T04:54:25+00:00","ZOOKEEPER-2181","td","claude","run 1","FAILED","4","yes","yes","FAILED","test_failed","37245","10628","47873","152.4"
"2026-05-04T04:58:50+00:00","ZOOKEEPER-2181","td","claude","run 2","FAILED","4","yes","yes","FAILED","test_failed","42158","11923","54081","178.6"
"2026-05-04T05:02:34+00:00","ZOOKEEPER-2181","td","openai","run 1","FAILED","4","yes","yes","FAILED","compile_failed","37864","2342","40206","28.9"
"2026-05-04T05:06:11+00:00","ZOOKEEPER-2181","td","openai","run 2","FAILED","4","yes","yes","FAILED","compile_failed","32145","2087","34232","26.4"

"2026-05-04T05:11:08+00:00","ZOOKEEPER-2181","td","claude","run 1","FAILED","4","no","yes","FAILED","test_failed","38470","10847","49317","148.6"
"2026-05-04T05:15:36+00:00","ZOOKEEPER-2181","td","claude","run 2","FAILED","4","no","yes","FAILED","test_failed","42193","11526","53719","164.2"
"2026-05-04T05:19:14+00:00","ZOOKEEPER-2181","td","openai","run 1","FAILED","4","no","yes","FAILED","test_failed","27341","2089","29430","24.8"
"2026-05-04T05:22:48+00:00","ZOOKEEPER-2181","td","openai","run 2","FAILED","3","no","yes","FAILED","compile_failed","21987","1934","23921","22.1"


"2026-05-05T13:21:44+00:00","jnrposixd9f3f84","od","claude","run 1","PASSED","2","yes","no","PASSED","","23105","3619","26724","67.2"
"2026-05-05T13:23:48+00:00","jnrposixd9f3f84","od","claude","run 2","PASSED","1","yes","no","PASSED","","10248","1799","12047","25.9"
"2026-05-05T13:25:47+00:00","jnrposixd9f3f84","od","claude","run 3","PASSED","1","yes","no","PASSED","","10507","1713","12220","22.9"
"2026-05-05T13:27:10+00:00","jnrposixd9f3f84","od","openai","run 1","INCOMPLETE","0","yes","no","INCOMPLETE","","0","0","0","0.0"
"2026-05-05T13:28:21+00:00","jnrposixd9f3f84","od","openai","run 2","INCOMPLETE","0","yes","no","INCOMPLETE","","0","0","0","0.0"
