timestamp,container,test_type,model,run,final verdict,turns_taken,rv_traces_used,feedback_used,verdict_pre_feedback,feedback_category,input_tokens,output_tokens,total_tokens,llm_seconds
2026-05-04T19:51:21+00:00,wikidatatoolkitwdtkutil10f9711,od,openai,run 2,PASSED,2,yes,no,PASSED,,11973,883,12856,8.5
2026-05-04T19:57:17+00:00,shardingsphereelasticjobelasticjoblitecore23a2ab6,od,claude,run 1,PASSED,1,no,no,PASSED,,6512,3386,9898,46
2026-05-04T19:59:53+00:00,shardingsphereelasticjobelasticjoblitecore23a2ab6,od,claude,run 2,PASSED,1,no,no,PASSED,,6512,1549,8061,28.1
2026-05-04T20:05:01+00:00,shardingsphereelasticjobelasticjoblitecore23a2ab6,od,openai,run 1,PASSED,2,no,no,PASSED,,11298,896,12194,38.3
2026-05-04T20:09:39+00:00,shardingsphereelasticjobelasticjoblitecore23a2ab6,od,openai,run 2,PASSED,2,no,no,PASSED,,11403,956,12359,17.4
2026-05-04T20:11:12+00:00,jnrposixd9f3f84,od,claude,run 1,PASSED,1,no,no,PASSED,,6430,1418,7848,24.7
2026-05-04T20:13:05+00:00,jnrposixd9f3f84,od,claude,run 2,PASSED,1,no,no,PASSED,,6430,3713,10143,46.1
2026-05-04T20:14:48+00:00,jnrposixd9f3f84,od,openai,run 1,FAILED,3,no,yes,FAILED,compile_failed,19481,1977,21458,45
2026-05-04T20:16:36+00:00,jnrposixd9f3f84,od,openai,run 2,PASSED,3,no,yes,FAILED,compile_failed,19381,1839,21220,35.1
2026-05-04T20:19:10+00:00,dubbodubborpcdubborpcapiba89f441,od,claude,run 1,PASSED,2,no,no,PASSED,,14428,2516,16944,38.6
2026-05-04T20:21:50+00:00,dubbodubborpcdubborpcapiba89f441,od,claude,run 2,PASSED,2,no,no,PASSED,,14584,2922,17506,49.6
2026-05-04T20:23:45+00:00,dubbodubborpcdubborpcapiba89f441,od,openai,run 1,PASSED,2,no,no,PASSED,,11329,958,12287,8.9
2026-05-04T20:26:29+00:00,dubbodubborpcdubborpcapiba89f441,od,openai,run 2,FAILED,3,no,yes,FAILED,test_failed,19529,1770,21299,21.1
2026-05-04T20:28:02+00:00,shardingsphereelasticjobelasticjoblitecore4b9afa4,od,claude,run 1,PASSED,2,no,no,PASSED,,14041,2382,16423,43
2026-05-04T20:31:13+00:00,shardingsphereelasticjobelasticjoblitecore4b9afa4,od,claude,run 2,PASSED,3,no,yes,FAILED,test_failed,24886,7042,31928,131.4
2026-05-04T20:34:42+00:00,shardingsphereelasticjobelasticjoblitecore4b9afa4,od,openai,run 1,PASSED,2,no,no,PASSED,,10596,1041,11637,9.9
2026-05-04T20:37:56+00:00,shardingsphereelasticjobelasticjoblitecore4b9afa4,od,openai,run 2,PASSED,2,no,no,PASSED,,10596,972,11568,9.2
2026-05-04T20:39:05+00:00,wikidatatoolkitwdtkutil10f9711,od,claude,run 1,PASSED,1,no,no,PASSED,,6301,1480,7781,26.5
2026-05-04T20:40:08+00:00,wikidatatoolkitwdtkutil10f9711,od,claude,run 2,PASSED,1,no,no,PASSED,,6301,1297,7598,23.3
2026-05-04T20:40:58+00:00,wikidatatoolkitwdtkutil10f9711,od,openai,run 1,PASSED,2,no,no,PASSED,,11017,903,11920,10.2
2026-05-04T20:41:57+00:00,wikidatatoolkitwdtkutil10f9711,od,openai,run 2,PASSED,2,no,no,PASSED,,11027,940,11967,10.6
